Fascia;Zona_Descrizione;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona
B;'CENTRO STORICO -DUOMO, SANBABILA, MONTENAPOLEONE, MISSORI, CAIROLI';B12;MI00003228;20;Abitazioni civili;N;2
